Item_Number,Main_Category,Sub_Category,Product_Name,Main_Ingredient,Reviews_Count,Ratings_out_of_5,Sizes_Available,Sizes,Prices,Short_Description,Long_Description
ITEM 94189,Skin Care,Moisturizers,Aloe Soothing Night Cream,Aloe Vera,233,4.62,1,['1.7 FL OZ'],['$16.50'],"Developed to give sensitive skin extra care, our gentle, velvety aloe night cream nourishes, softens and soothes. Use overnight to restore moisture and calm the skin.","['Soothing Night Cream', 'Formulated for sensitive skin ', 'No added fragrance, color or alcohol', 'Formulated without preservatives', ' Enriched with community trade Aloe Vera from Mexico']"
ITEM 96415,Skin Care,Moisturizers,Oils Of Life™ Intensely Revitalizing Gel Cream,Black Cumin Seed Oil,44,4.52,1,['1.7 Ounce'],['$25.50'],"This fresh gel-cream is a lighter alternative to our rich Oils of Life™ Intensely Revitalizing Cream. Infused with three precious seed oils from around the world, the gel-cream melts into skin and instantly hydrates for a fresh, light and non-greasy finish.","['Dewy-fresh daily nourishing gel cream infused with 3 precious seed oils from around the world to replenish and revitalize skin.', 'Cold-pressed seed oils to preserve potent properties and ensure the utmost affinity to skin.', 'Melting but light and non-greasy. ', 'Enriched with   Black Cumin Seed Oil from Egypt,  Camellia Seed Oil from China,  Rosehip Oil from Chile and Community Trade organic olive oil from Italy', 'Suitable for all skin types', 'Skin feels freshly recharged with moisture, appears visibly smoother and revived with radiance*', '*User test: Gel Cream on 133 women – after 4 weeks']"
ITEM 96420,Skin Care,Moisturizers,Roots of Strength™ Firming Shaping Day Cream,Soya,26,4.57,1,['1.69 FL OZ'],['$25.50'],"Unveil your skin’s strength with this rich firming and shaping* cream, enriched with nature's  root extracts. Rich yet non-greasy, skin feels comfortably moisturized, firmer and denser. Fine lines appear reduced and skin feels strengthened.  Use as the final step of your Roots of Strength™ skincare routine. ","['Rich firming and shaping day cream', '100% vegan', 'Enriched with 3 root extracts: Ginger from Madagascar, Ginseng from China and Ruscus from Europe and Community Trade  Soya Oil  from Brazil', 'Skin feels firmer, denser and strengthened **', 'Dermatologically tested', 'Formulated without mineral oil, paraffin and petroleum **Self-assessment on 123 women']"
ITEM 94360,Skin Care,Moisturizers,Oils Of Life™ Sleeping Cream,Black Cumin Seed Oil,73,4.38,1,['2.7 Ounce'],['$29.25'],"This nourishing night time cream,  infused with three precious seed oils from around the world, moisturizes whilst you sleep. Waking up, skin looks rested and revitalized, feels velvety-soft and more supple.","['Infused with 3 Precious Revitalizing Seed Oils ', ' Black Cumin Seed Oil from Egypt, known for its concentration in antioxidants.  Rosehip Oil from Chile, rich in repairing Omega 3 and  Camellia Seed Oil from China, naturally rich in nutritive oleic acid.', ' Enriched with Community Trade organic olive oil from Italy', 'Suitable for all skin types']"
ITEM 92508,Skin Care,Serums,Roots of Strength™ Firming Shaping Serum,Soya,25,4.72,1,['1 FL OZ'],['$29.25'],"With a lightweight silky texture, this firming and shaping* serum leaves skin feeling smoother and refined. Taking inspiration from nature, the formula is infused with three root extracts, including ginger from Madagascar.  Wrinkles appear less visible and signs of ageing reduced. From your jawline to every contour, skin feels moisturized,  smoother, plumper and firmer, as if re-shaped. Use daily as part of your three step Roots of Strength™ regime. 
","['99% ingredients of natural origin', '100% Vegan', 'Enriched with 3 root extracts: Ginger from Madagascar, Ginseng from China and Ruscus from Europe and Community Trade  Soya Oil  from Brazil', 'Wrinkles appear reduced in number, surface area and length**', 'Skin feels firmer, appears more plump and feels strengthened', 'Dermatologically tested. Suitable for sensitive skin', 'Formulated without mineral oil, paraffin and silicones.**Clinical test on 41 women + Self-assessment on 53 women']"
ITEM 92042,Skin Care,Face Masks,Chinese Ginseng & Rice Clarifying Polishing Mask Packette,Sesame Oil,11,4,1,['0.1 Ounce'],['$1.88'],"Give your skin a new lease of life with our Chinese Ginseng & Rice Clarifying Polishing Mask. Inspired by Chinese traditions, we’ve blended ginseng extract, rice extract and sesame seed oil into our 100% vegetarian creamy exfoliating mask, that’s been formulated without parabens, paraffin, silicone or mineral oil. Use two to three times a week to reveal brighter-looking, even and supple feeling skin. For a stimulating facial at home experience, we recommend using this face mask together with our Facial Mask Brush.","['100% vegetarian', 'Creamy exfoliating face mask', 'For skin that needs an intense treatment to remove dullness and unevenness', 'Illuminates, evens and revitalizes skin', 'Formulated without parabens, paraffin, silicone or mineral oil', 'Ideal to create a facial at home', 'Blended with rice & ginseng extracts from China and organic Community Trade  Sesame Seed Oil from NicaraguaShop the full sized version']"
ITEM 96048,Collection,Tea Tree Oil For Skin,Tea Tree Skin Clearing Clay Mask,Tea Tree,533,4.67,1,['3.85 Ounce'],['$12.75'],"Our Tea Tree Skin Clearing Clay Mask helps cleanse, cool and refresh blemished skin without over drying. Enriched with Community Trade tea tree oil, the mask helps clear impurities whilst absorbing excess sebum, leaving skin feeling soothed and looking clearer.","['100% vegan ', 'Enriched with Community Trade Tea Tree Oil from the foothills of Mount Kenya ', 'Soothes and calms skin while absorbing excess oil ', 'Clay mask for blemished skin']"
ITEM 19190,Skin Care,Sheet Masks,Drops of Youth™ Youth Concentrate Sheet Mask,Edelweiss Stem Cells,52,4.88,1,['0.7 FL OZ'],['$6.00'],"In just 15 minutes get ready for bouncier, healthier-looking skin with our unique, biodegradable Drops of Youth™ Youth Concentrate Sheet Mask. Enriched with a concentrated dose of our iconic Drops of Youth™ formula, simply unfold your mask and smooth it on. It’s easy and comfortable to apply and leaves your skin feeling instantly smoother and fresher.
","['100% vegetarian', ' Biodegradable sheet mask ', ' Leaves skin feeling fresher and smoother and looking bouncier and healthier ', ' 99% ingredients of natural origin ', ' Contains 70% of the concentrate in a 1 FL OZ bottle of Drops of Youth™ Youth Concentrate ', ' Enriched with  Edelweiss,  Criste Marine and  Sea Holly plant stem cells from the Italian Alps and Brittany Coast ', ' Enriched with Community Trade organic  Babassu Oil from Brazil']"
ITEM 76527,Skin Care,Face Masks,Japanese Matcha Tea Pollution Clearing Mask,Aloe Vera,149,4.75,1,['2.6 FL OZ'],['$28.00'],"Enriched with matcha green tea from Kakegawa, Japan, dandelion extract and soul-soothing Community Trade aloe vera from Mexico, our indulgently creamy, 100% vegan masking formula deeply purifies, gently exfoliates and  liberates your skin from the weekly build-up of city pollutants and everyday impurities.","['Helps remove pollutants and impurities', 'Reveals radiant, younger-looking skin', 'Enriched with Matcha Green Tea from Japan and Community Trade Aloe Vera from Mexico', '100% vegan', 'Most recently featured in People magazine!', '91% of women agreed pollution felt removed from their skin (based on trial results from 103 women)', 'Formulated without silicones, mineral oil or paraffins', ' Discover the benefits of our natural 100% vegetarian face masks  to reveal amazing, healthy skin!']"
ITEM 81270,Skin Care,Face Mists,Rose Dewy Glow Face Mist,Aloe Vera,23,4.26,1,['2 FL OZ'],['$7.50'],"Step into the spotlight with Rose Dewy Glow Face Mist. With reflective particles, this mist gives your skin a dewy, illuminated glow for an instant confidence boost. With a blend of raspberry essence, cherry water from France and Community Trade British rose essence. Leaves skin feeling hydrated and instantly refreshed after a spritz.","[' 100% vegan ', ' Enriched with Community Trade organic aloe vera from Mexico', 'Pair with our Vitamin E Moisture Cream', ' Skin looks illuminated and dewy', ' Suitable for all skin types', ' Perfect for dull skin lacking glow ', ' Dermatologically tested', ' Make-up friendly, can be applied before of after makeup application']"
ITEM 19125,Skin Care,Face Masks,Ethiopian Honey Deep Nourishing Mask,Honey,126,4.64,1,['2.9 Ounce'],['$28.00'],"Cocoon your skin in moisture with our Ethiopian Honey Deep Nourishing Mask. Inspired by African healing and soothing rituals, our 100% vegetarian indulgent melting honey face mask drizzles together Community Trade honey, marula and olive oils for a luxurious experience. It’s also been formulated without parabens, paraffin, silicone or mineral oil. With an irresistible scent, this face mask leaves skin feeling supremely nourished, replenished and rested. Use together with our Facial Mask Brush for a truly pampering facial at home.","['100% vegetarian', 'Formulated without parabens, paraffins, silicones or mineral oils', 'Perfect for skin that needs an intense dose of replenishing moisture to feel softer and smoother', ' Drizzled with Community Trade Honey from Ethiopia Marula from Namibia and Olive Oil from Italy.', ' Pair with Amazonian Acai Energizing Radiance Mask to recharge your skin.', ' Discover the benefits of our natural 100% vegetarian face masks  to reveal amazing, healthy skin!']"
ITEM 81273,Skin Care,Face Mists,Mint Mattifying Face Mist,Aloe Vera,23,4.34,1,['2 FL OZ'],['$7.50'],"Stay in control with Mint Mattifying Face Mist. This mist leaves skin looking mattified and shine-free and helps reduce the appearance of excess oil. Infused with a winning combination of mint from Nicaragua, seaweed extract from Ireland and kaolin clay from the UK. Leaves skin feeling hydrated and instantly refreshed. ","['Enriched with Community Trade organic aloe vera from Mexico', 'Pairs perfectly with our Seaweed Oil-Control Gel Cream ', ' Skin looks shine-free and feels cooled', ' Suitable for all skin types ', ' Perfect for shiny, combination skin', ' Dermatologically tested', ' Non-comedogenic', ' Make-up friendly , can be applied before of after makeup application']"
ITEM 81275,Skin Care,Face Mists,Mandarin Energizing Face Mist,Aloe Vera,12,3.66,1,['2 FL OZ'],['$7.50'],"Wake-up with Mandarin Energizing Face Mist. Kick-start the day with a spritz of this zingy mist to help re-energize your complexion - perfect when late nights are starting to take their toll on your skin. Infused with mandarin, camu camu berry extract from Brazil, maca root extract from Peru, and  caffeine for an extra boost. Leaves skin feeling hydrated and instantly refreshed. ","['100% vegan ', ' Enriched with Community Trade organic aloe vera from Mexico', 'Pair with our Vitamin C Glow Boosting Moisturizer', ' Skin feels energized and dullness appears reduced', ' Suitable for all skin types ', ' Perfect for tired, grumpy skin', ' Dermatologically tested', ' Make-up friendly, can be applied before of after makeup application ']"
ITEM 94187,Skin Care,Face Masks,Vitamin E Sink-in Moisture Mask,Soya,171,4.72,1,['3.3 Ounce'],['$18.00'],"The Vitamin E Sink-In Moisture Mask is a light, creamy gel-type mask that instantly relieves the uncomfortable feeling of dry, tight skin and restores the skin’s optimum moisture level. It smoothes out the appearance of fine lines caused by dehydration and leaves the skin feeling soft and supple.","['Moisture Mask', 'Suitable for all skin types', 'Helps protect and moisturize skin', 'Helps reduce the effects of environmental agressors', 'Enriched with Community Trade Soya Oil from Brazil']"
ITEM 81274,Skin Care,Face Mists,Coco Calming Face Mist,Aloe Vera,23,4.69,1,['2 FL OZ'],['$7.50'],"Help keep your skin feeling calm so you can carry on with our Coco Calming Face Mist. This calming mist helps to soothe dry, sensitive skin when you need instant relief. Enriched with naturally refreshing coconut water from Brazil, as well as calming aloe vera and bisabolol. Leaves skin feeling hydrated and instantly refreshed.","['Enriched with Community Trade organic aloe vera from Mexico', ' Pairs perfectly with our Aloe Soothing Day Cream', ' Skin feels calm and comforted', ' Suitable for all skin types ', ' Perfect for dry, sensitive skin', ' Dermatologically tested', ' Make-up friendly, can be applied before of after makeup application']"
ITEM 18943,Skin Care,Face Masks,Chinese Ginseng and Rice Clarifying Polishing Mask,Sesame Oil,111,4.73,1,['3 Ounce'],['$28.00'],"Give your skin a new lease of life with our Chinese Ginseng & Rice Clarifying Polishing Mask. Inspired by Chinese traditions, we’ve blended ginseng extract, rice extract and sesame seed oil into our 100% vegetarian creamy exfoliating mask, that’s been formulated without parabens, paraffin, silicone or mineral oil. Use two to three times a week to reveal brighter-looking, even and supple feeling skin. For a stimulating facial at home experience, we recommend using this face mask together with our Facial Mask Brush.","['100% vegetarian ', ' Creamy exfoliating face mask ', ' Formulated without parabens, paraffins, silicones or mineral oils', ' Perfect for skin that needs an intense treatment to remove dullness and unevenness. ', ' Illuminates, evens and revitalises skin ', ' Blended with rice & ginseng extracts from China and organic Community Trade Seasame Seed Oil from Nicaragua.', ' Discover the benefits of our natural 100% vegetarian face masks  to reveal amazing, healthy skin!']"
